MA,MC,MH,la2,la3,la4,la5,laL,m22Squared,
828.47,854.113,634.891,2.49937,10.8223,-6.10694,-4.68102,0.0343192,-804095,
816.989,827.493,805.693,2.92994,1.05557,-0.873746,-0.302895,-0.12107,-1.30561e+06,
305.502,340.433,173.521,3.19453,2.90075,-1.79041,-1.04471,0.0656205,-56247.8,
749.933,751.98,367.08,0.160998,14.1565,-7.16838,-7.06675,-0.0785995,-274252,
575.259,577.157,375.926,1.93983,6.63286,-3.20541,-3.13309,0.294358,-264827,
441.039,465.194,358.576,4.13659,4.26687,-1.81304,-1.08961,1.36422,-174597,
470.346,490.198,277.119,3.39895,6.04294,-3.01687,-2.38665,0.639424,-114894,
406.314,426.329,273.471,2.84303,3.41137,-2.043,-1.49225,-0.123876,-157070,
723.328,798.345,716.753,3.53028,5.67908,-3.92908,-0.156464,1.59354,-931036,
444.453,482.301,410.523,1.63046,2.26796,-1.6386,-0.479356,0.150003,-327981,
674.211,689.638,479.287,2.18603,9.01835,-4.41082,-3.71546,0.892077,-405446,
974.223,997.541,808.654,2.30038,12.2841,-6.39742,-4.87786,1.00879,-1.24679e+06,
653.471,656.935,391.295,1.72627,10.6204,-4.67633,-4.52627,1.4178,-220424,
474.913,483.061,261.465,0.178946,6.87925,-2.85529,-2.5973,1.42666,-50392.1,
646.46,706.894,607.982,2.54526,5.96644,-3.50068,-0.797624,1.66814,-638334,
584.031,593.41,209.635,3.43399,9.7027,-5.27518,-4.9102,-0.482675,-117103,
487.459,488.226,409.301,0.257147,3.13363,-1.18294,-1.15819,0.792492,-287096,
330.997,390.81,301.814,2.39555,1.55099,-1.73201,-0.305155,-0.486175,-211605,
652.434,661.351,443.726,0.62926,8.13058,-4.16761,-3.78045,0.182526,-382740,
524.108,530.946,400.024,0.563469,5.50088,-2.13331,-1.89487,1.4727,-230917,
496.28,505.386,291.48,4.05321,6.58133,-2.9674,-2.66596,0.947961,-112554,
185.858,212.909,121.485,1.31256,1.04002,-0.683437,-0.326933,0.0296547,-27722.4,
972.734,999.856,925.906,3.26412,4.97934,-3.23735,-1.46921,0.272784,-1.69809e+06,
673.377,736.386,658.452,3.19096,4.05962,-3.26414,-0.328467,0.467011,-838856,
614.783,627.135,380.508,3.42584,7.67113,-4.36005,-3.85305,-0.541975,-322371,
969.326,976.309,903.622,0.389919,5.58682,-2.48252,-2.03352,1.07078,-1.56826e+06,
980.5,985.39,927.448,2.26095,4.55658,-1.99032,-1.67263,0.893632,-1.66624e+06,
585.547,606.938,310.866,1.43718,8.66656,-4.91184,-4.0688,-0.314084,-212282,
431.96,466.363,287.662,4.10114,5.1108,-2.73729,-1.71591,0.657599,-125704,
596.949,615.888,431.035,1.2178,6.32677,-3.57751,-2.81838,-0.069117,-375765,
245.342,296.483,207.905,3.88815,2.40552,-1.19617,-0.280395,0.928954,-30232,
185.814,214.687,150.281,2.99714,0.156385,-0.579511,-0.197344,-0.62047,-82717.3,
780.464,799.064,572.041,3.94965,10.7263,-5.62911,-4.65815,0.43902,-627894,
605.573,614.83,89.5489,0.395203,11.9263,-6.30071,-5.92735,-0.301716,-34296.7,
281.954,310.595,239.843,2.47191,1.59383,-0.923993,-0.363095,0.306742,-96486.7,
585.468,601.37,253.023,2.33996,10.3567,-5.23,-4.60625,0.520478,-96544.4,
443.555,446.581,244.178,1.41411,6.3357,-2.35483,-2.26581,1.71507,-15457.1,
230.686,293.964,217.766,1.58591,0.751612,-1.19293,-0.0957475,-0.537067,-127345,
496.192,545.876,448.346,2.70906,2.75184,-2.45788,-0.746793,-0.452837,-429432,
544.552,557.547,339.664,1.15079,6.23858,-3.467,-2.99367,-0.222098,-244184,
936.295,958.977,875.114,3.80614,4.75381,-3.25203,-1.83133,-0.329556,-1.55159e+06,
366.203,408.981,282.37,3.80245,4.67215,-1.99441,-0.898472,1.77927,-51791,
235.59,259.666,182.478,4.08032,0.202973,-0.760984,-0.366922,-0.924933,-122569,
208.596,224.472,95.0746,3.42885,2.29093,-0.796872,-0.569653,0.924408,37863.1,
477.081,493.09,358.807,2.52403,3.75638,-2.14697,-1.63368,-0.0242648,-258953,
809.664,816.127,570.33,0.136607,12.6142,-5.80499,-5.45771,1.3515,-568765,
818.424,850.434,659.027,3.53723,9.61236,-5.65704,-3.89155,0.0637686,-864775,
685.316,702.071,321.813,1.61154,13.1774,-6.81782,-6.04955,0.31002,-188366,
480.758,491.564,137.785,1.74043,8.19933,-3.85282,-3.50557,0.840942,12921.1,
830.614,869.33,719.976,0.452401,9.18201,-5.01,-2.83486,1.33715,-955812,
499.154,513.467,1.50012,1.52273,8.5614,-4.59613,-4.11714,-0.151868,-9194.92,
563.827,582.982,321.816,1.31765,9.1025,-4.26779,-3.5418,1.29291,-128889,
616.014,638.264,548.271,2.6528,4.68043,-2.22565,-1.30334,1.15144,-531521,
368.169,381.556,326,2.50777,0.586762,-0.815424,-0.483708,-0.71237,-255662,
724.662,741.991,572.06,2.83079,7.19372,-4.10988,-3.26991,-0.186067,-665766,
768.946,787.443,565.103,1.54385,10.5755,-5.44508,-4.49363,0.636749,-600149,
892.347,924.576,800.093,3.88828,7.4425,-4.51531,-2.58005,0.347131,-1.25929e+06,
780.948,782.346,598.525,3.68843,9.3481,-4.23059,-4.15836,0.959151,-658420,
741.747,763.928,704.185,3.92585,2.46832,-2.00124,-0.897492,-0.430406,-1.0178e+06,
367.696,370.011,159.635,1.38309,3.58127,-1.86947,-1.81302,-0.101217,-57091.8,
640.931,665.836,472.201,1.60292,7.5113,-4.1792,-3.10362,0.228476,-432121,
904.134,920.422,740.331,1.66677,11.3344,-5.43335,-4.45119,1.44984,-1.00844e+06,
814.246,890.397,811.002,2.68039,4.61862,-4.37722,-0.0871266,0.154267,-1.30611e+06,
882.538,898.682,739.869,0.824333,9.8596,-4.77522,-3.82489,1.25948,-1.01859e+06,
839.692,843.178,705.882,1.25416,8.23721,-3.61137,-3.41749,1.20835,-923414,
423.305,447.345,203.371,1.19782,6.4906,-2.96926,-2.27754,1.2438,-7449.39,
629.641,678.057,601.685,0.576626,5.06688,-2.66129,-0.56883,1.83675,-612897,
669.269,676.389,189.783,1.1905,14.3085,-7.12318,-6.80652,0.378836,-49109.3,
385.745,407.18,267.151,3.74179,3.85237,-1.8412,-1.27949,0.731676,-98461.3,
822.596,825.781,597.562,0.787191,10.3925,-5.45448,-5.281,-0.342997,-734916,
273.642,304.521,189.583,4.04707,2.26146,-1.23347,-0.643442,0.384545,-48612.1,
555.311,557.944,21.8334,2.26457,10.358,-5.18466,-5.08781,0.085493,4220.3,
568.007,596.285,566.606,0.966716,2.21564,-1.11439,-0.0262743,1.07498,-577031,
491.582,505.468,476.717,1.75758,1.80607,-0.695425,-0.237853,0.872788,-401700,
265.539,275.938,6.73121,0.609229,2.58996,-1.35051,-1.16441,0.0750367,4450.3,
641.525,665.136,448.955,3.87835,9.66667,-4.48968,-3.47004,1.70695,-299824,
536.141,562.089,372.655,2.86004,5.65693,-3.39693,-2.45514,-0.195143,-289553,
338.978,397.375,291.93,2.51631,2.89063,-1.91163,-0.4905,0.488501,-140884,
687.04,749.085,654.952,2.39413,5.30526,-3.65636,-0.711581,0.937311,-801203,
139.828,191.738,105.068,1.06596,0.930487,-0.709494,-0.140664,0.0803288,-17217.5,
383.055,386.236,209.045,0.905522,3.65429,-1.78342,-1.70255,0.168317,-77213.5,
682.781,731.757,635.055,2.70279,4.87818,-3.3289,-1.0393,0.509972,-775729,
927.678,933.382,847.942,3.64277,5.70753,-2.69037,-2.33958,0.677581,-1.39701e+06,
790.394,799.316,742.56,3.87676,2.08172,-1.68047,-1.21168,-0.810437,-1.15184e+06,
655.827,713.773,639.13,2.59785,3.29389,-2.98016,-0.357297,-0.0435722,-819611,
764.891,814.086,722.916,4.18276,5.99794,-3.59919,-1.03197,1.36679,-962502,
666.947,691.894,597.148,1.40161,4.40052,-2.57836,-1.45801,0.364147,-691134,
763.639,766.382,560.546,0.575249,9.83788,-4.58272,-4.44398,0.811184,-579335,
896.009,903.145,766.917,0.0572209,9.00044,-3.97162,-3.54733,1.48149,-1.08667e+06,
219.498,241.151,100.786,1.38595,1.63818,-0.957939,-0.628286,0.051959,-17171.4,
441.059,455.221,317.44,3.03401,4.04062,-1.96891,-1.54943,0.522284,-169929,
741.212,786.63,700.886,3.53825,3.93778,-3.25431,-0.960958,-0.27748,-999275,
561.288,599.223,486.449,1.61891,4.00601,-2.75066,-1.29572,-0.0403734,-475709,
951.038,951.539,754.887,0.802696,11.7603,-5.56095,-5.52945,0.669892,-1.09917e+06,
149.436,203.194,101.399,3.95225,1.46482,-0.825615,-0.199112,0.440088,6069.02,
473.84,492.891,305.894,3.46981,6.6729,-2.77262,-2.16395,1.73633,-82065.8,
644.286,686.087,538.521,0.299126,6.05394,-3.90511,-2.06722,0.0816105,-575070,
332.042,349.327,10.2037,3.42585,3.97547,-2.20937,-1.82014,-0.0540413,-3478.59,
731.803,742.308,668.726,4.15376,5.03515,-1.97159,-1.45979,1.60377,-797335,
318.803,357.306,292.685,2.21089,2.72542,-1.12425,-0.263909,1.33726,-90403.8,
756.765,760.555,519.387,2.9572,12.199,-5.19583,-5.0058,1.99734,-418656,
522.018,527.059,309.486,3.78492,6.04892,-3.095,-2.92025,0.033674,-189525,
549.994,566.692,322.511,2.98269,8.14783,-3.89606,-3.27978,0.97199,-149206,
566.209,569.456,402.134,3.99068,6.37749,-2.74731,-2.62544,1.00474,-262621,
727.078,732.73,723.911,3.1884,1.16695,-0.348612,-0.0759195,0.742418,-1.00317e+06,
238.457,279.026,193.106,2.21345,1.64131,-1.01724,-0.323414,0.300657,-56385.3,
504.865,515.97,440.701,3.62859,1.86138,-1.37723,-1.00257,-0.518422,-419807,
796.959,803.62,719.067,0.0344151,5.71291,-2.30367,-1.95134,1.4579,-945888,
740.048,759.326,612.353,2.38928,7.48646,-3.809,-2.8537,0.823767,-700101,
714.317,720.738,539.023,1.24897,8.91481,-3.93503,-3.63049,1.34929,-499438,
961.058,978.17,938.366,0.282963,2.78537,-1.80896,-0.712266,0.26415,-1.74507e+06,
499.238,520.844,468.672,0.207208,2.81309,-1.21729,-0.488878,1.10692,-372320,
563.331,569.402,493.422,0.594028,2.50214,-1.44804,-1.22077,-0.166668,-497017,
286.212,313.143,221.924,0.243774,1.77117,-1.07327,-0.53981,0.158087,-88933.5,
439.625,442.749,23.3414,3.08503,6.65411,-3.27579,-3.1847,0.193624,10627.7,
576.529,589.468,154.455,2.55099,9.93416,-5.59692,-5.0983,-0.761067,-93769.4,
595.331,615.724,461.493,0.987479,7.13688,-3.15348,-2.33728,1.64612,-326336,
711.564,719.821,357.091,1.7484,13.7363,-6.65024,-6.25967,0.826365,-205019,
934.215,960.769,903.865,2.76656,5.10761,-2.58484,-0.921838,1.60093,-1.53706e+06,
894.538,951.374,882.971,3.04767,5.01965,-3.80708,-0.33977,0.872794,-1.50646e+06,
952.736,953.628,894.563,1.84387,4.02241,-1.83193,-1.77579,0.414687,-1.57539e+06,
910.265,939.898,747.059,3.55456,10.0705,-6.28157,-4.46965,-0.680751,-1.15739e+06,
658.972,708.209,577.064,0.529128,5.44852,-3.8977,-1.67296,-0.122138,-673398,
505.83,571.831,479.027,2.64736,4.20632,-2.78686,-0.43619,0.983266,-399431,
761.625,781.127,654.959,2.74264,5.83598,-3.49124,-2.49689,-0.152152,-867150,
511.323,532.013,483.93,2.85468,0.964569,-1.16392,-0.450517,-0.649872,-507703,
525.278,573.691,450.178,3.57256,5.38468,-2.9689,-1.21054,1.20524,-332384,
430.354,449.772,412.571,2.35239,0.664268,-0.812524,-0.247703,-0.395959,-364391,
628.111,636.829,208.267,3.46417,11.2606,-6.16703,-5.80258,-0.709041,-129659,
427.741,438.242,294.162,2.17731,4.66287,-1.89402,-1.59348,1.17536,-101934,
294.472,296.481,148.746,0.945504,2.02089,-1.10653,-1.0673,-0.152942,-53506.2,
928.06,943.448,876.36,1.73137,4.78915,-2.49329,-1.54155,0.754304,-1.49037e+06,
443.199,458.61,339.965,0.742737,3.46073,-1.79532,-1.336,0.329408,-211217,
843.798,864.969,643.126,1.98019,12.748,-6.12623,-4.93068,1.69114,-724881,
345.94,404.079,318.734,2.05463,2.378,-1.73994,-0.298814,0.339246,-182653,
460.961,490.369,304.388,3.032,5.36002,-2.90479,-1.98019,0.47505,-156556,
761.152,799.884,721.656,1.23912,3.96315,-2.96599,-0.967765,0.0293998,-1.0398e+06,
682.327,709.311,628.436,2.14265,3.89958,-2.40831,-1.16726,0.324008,-770257,
750.126,763.726,688.094,0.623475,3.52095,-2.15466,-1.47423,-0.107943,-953480,
541.229,601.221,519.352,2.22135,3.66432,-2.64852,-0.383408,0.632396,-501182,
801.745,834.092,754.897,3.75191,6.00788,-2.95385,-1.20506,1.84897,-1.02785e+06,
215.033,216.738,78.6326,1.71498,1.66179,-0.686245,-0.661907,0.313634,6613.73,
831.029,877.912,746.827,0.277048,8.96509,-4.84333,-2.19541,1.92635,-998927,
211.115,234.828,191.225,1.08031,1.10911,-0.481717,-0.132242,0.495155,-43169,
610.374,619.654,607.518,3.54479,2.4356,-0.43472,-0.057481,1.9434,-620549,
523.615,549.703,444.157,0.985926,4.79202,-2.19608,-1.27068,1.32526,-314352,
517.354,535.74,468.247,4.15841,3.26661,-1.43968,-0.799783,1.02715,-376352,
537.615,559.055,469.654,1.91823,4.95502,-1.90825,-1.13119,1.91559,-325226,
875.251,935.021,831.017,1.88725,6.05754,-4.8231,-1.24721,-0.012774,-1.38195e+06,
909.427,926.88,711.653,1.93355,13.055,-6.35706,-5.2979,1.40001,-928177,
392.525,424.285,351.93,3.60994,3.66659,-1.35676,-0.499392,1.81044,-138149,
496.971,503.239,374.987,0.454913,4.81459,-1.96481,-1.75763,1.09215,-215138,
405.472,427.791,189.296,1.70789,5.29615,-2.73928,-2.12464,0.432229,-45509.3,
870.458,900.348,847.086,2.4639,4.68367,-2.41262,-0.663322,1.60773,-1.33782e+06,
625.7,673.369,537.908,0.240304,6.14738,-3.73465,-1.68808,0.724653,-534838,
577.359,586.663,287.723,1.09445,9.3048,-4.49828,-4.14037,0.666147,-125257,
377.485,398.458,363.337,2.84837,2.62982,-0.711032,-0.173195,1.74559,-158391,
297.242,329.918,273.032,2.57806,1.93463,-0.905417,-0.228136,0.801081,-100615,
792.776,810.39,734.09,1.72498,4.41944,-2.41392,-1.4807,0.52482,-1.04602e+06,
890.965,900.116,736.701,3.71553,10.602,-4.69085,-4.14916,1.76202,-978826,
770.257,789.594,752.026,0.1553,2.65348,-1.45544,-0.458591,0.739449,-1.08634e+06,
475.144,523.852,414.016,3.99897,4.82929,-2.5063,-0.898154,1.42484,-256593,
802.335,849.718,781.316,0.572825,4.48816,-3.13712,-0.550052,0.800985,-1.17244e+06,
412.164,461.933,386.013,3.54771,1.66356,-1.78265,-0.344912,-0.464004,-326092,
947.043,984.073,919.538,2.65384,3.42615,-3.21172,-0.848397,-0.633968,-1.72946e+06,
646.279,654.695,604.38,3.04688,1.53109,-1.22776,-0.865908,-0.562587,-764597,
181.415,245.837,169.229,2.58961,2.6637,-0.980261,-0.0706111,1.61283,40325.1,
663.36,687.568,639.018,1.84689,3.29575,-1.60466,-0.523875,1.16722,-746053,
160.413,172.669,123.005,1.4882,1.10363,-0.310106,-0.175198,0.618322,7158.01,
492.833,511.136,257.037,3.8037,7.42762,-3.5291,-2.92181,0.976703,-73029.5,
903.084,930.397,749.048,3.762,9.25817,-5.86031,-4.20529,-0.807427,-1.17101e+06,
771.01,781.775,663.668,0.123598,6.06955,-3.09722,-2.54479,0.427542,-855038,
202.595,204.995,188.881,1.83797,-0.400269,-0.121046,-0.0887167,-0.610032,-108269,
611.835,613.72,480.85,3.14006,4.48966,-2.44143,-2.36509,-0.316859,-481609,
624.606,636.949,376.9,1.79056,8.43228,-4.61404,-4.0994,-0.281161,-301121,
777.369,778.828,741.186,2.69469,2.03487,-0.983026,-0.90795,0.143894,-1.09001e+06,
581.515,589.452,263.893,3.00292,8.72969,-4.74434,-4.43718,-0.451836,-166622,
662.823,666.422,361.383,3.77658,11.3606,-5.25984,-5.10173,0.999069,-200736,
906.436,918.527,701.486,2.6327,12.5057,-6.17478,-5.44555,0.885343,-930588,
881.674,895.465,706.323,0.146327,11.7465,-5.41134,-4.60138,1.7338,-892862,
562.691,577.278,153.619,0.681555,10.8247,-5.39162,-4.84207,0.591016,-11431.8,
889.036,918.733,833.606,1.74325,4.27548,-3.35212,-1.57786,-0.654502,-1.42941e+06,
257.78,262.377,250.109,3.28597,1.88034,-0.143417,-0.0643758,1.67255,-23892.9,
605.894,632.781,415.32,0.291782,9.18352,-4.31665,-3.21596,1.65091,-245075,
445.905,448.799,202.174,1.32001,5.72589,-2.69573,-2.61017,0.419993,-56332.2,
540.695,543.87,382.343,0.191572,5.13886,-2.52911,-2.41532,0.194433,-280606,
71.1787,124.171,65.9482,3.88157,-0.295778,-0.353981,-0.011852,-0.66161,-48736.3,
556.296,568.029,118.346,3.4051,11.5455,-5.31831,-4.88234,1.34483,53372,
794.92,812.564,490.554,2.89881,13.1585,-7.40265,-6.46531,-0.709497,-524223,
583.049,588.008,520.824,2.30439,2.71443,-1.32697,-1.13505,0.252408,-527240,
273.434,336.991,241.58,3.34505,1.37432,-1.5533,-0.271088,-0.450067,-143958,
416.503,445.001,404.902,2.46751,0.584899,-0.968847,-0.157459,-0.541407,-360656,
518.523,562.802,440.779,1.12972,6.00084,-2.81479,-1.2324,1.95365,-270346,
354.231,415.712,319.321,0.327847,3.73693,-1.95299,-0.388545,1.3954,-119489,
421.55,478.909,385.551,2.17505,2.95048,-2.18708,-0.480113,0.283291,-280156,
455.304,518.679,443.562,3.23298,2.57735,-2.21441,-0.174417,0.188522,-382085,
63.8547,86.6695,49.9375,2.65713,0.952323,-0.139666,-0.0261694,0.786488,42607.6,
581.117,581.929,386.333,3.28511,7.51108,-3.14516,-3.11396,1.25197,-222742,
668.598,685.585,328.136,3.37654,11.8737,-6.36785,-5.60761,-0.101763,-221504,
325.747,333.416,203.311,3.49332,2.17558,-1.23745,-1.07038,-0.132253,-90674.5,
50.5598,79.8759,49.9608,2.445,0.700366,-0.12737,-0.000995058,0.572001,29623,
236.845,254.489,6.12288,0.567574,1.87633,-1.21284,-0.926336,-0.262847,-15981.4,
313.488,327.403,293.22,3.88647,2.05413,-0.497925,-0.203204,1.353,-90076.9,
783.537,799.815,518.351,2.00752,13.6796,-6.55679,-5.70498,1.41781,-451575,
548.884,569.787,450.532,1.09129,4.17255,-2.39708,-1.62429,0.151183,-396808,
746.812,762.534,616.638,2.37794,8.55427,-3.71709,-2.93288,1.9043,-645244,
932.567,939.131,722.882,0.450857,13.0698,-6.14208,-5.73605,1.19162,-973005,
835.48,836.372,686.847,3.26713,8.84733,-3.78826,-3.73899,1.32008,-863632,
719.543,747.136,602.222,1.61137,8.03597,-3.89998,-2.56247,1.57352,-630120,
572.37,584.353,449.097,3.15238,6.61855,-2.53886,-2.08076,1.99893,-282410,
273.879,316.259,209.758,2.78891,2.52905,-1.33901,-0.512449,0.677592,-46991.6,
615.551,618.331,492.292,2.86801,5.73141,-2.36982,-2.25645,1.10514,-417823,
311.275,327.483,33.976,3.87972,3.08205,-1.92419,-1.58202,-0.424162,-27977.3,
593.281,605.046,428.849,2.08188,7.30152,-3.24322,-2.77729,1.281,-290302,
724.966,745.056,589.138,0.0521854,7.6588,-3.92555,-2.94951,0.783743,-646738,
829.002,836.611,657.584,2.70387,9.60601,-4.62976,-4.21092,0.765331,-818518,
641.091,681.532,617.475,4.15389,4.08222,-2.25888,-0.49114,1.3322,-681933,
934.973,954.204,782.902,2.13827,10.5066,-5.51753,-4.31685,0.672183,-1.18519e+06,
481.945,495.422,165.585,0.502601,7.65759,-3.82041,-3.3851,0.452077,-27478.6,
690.598,730.72,600.513,4.01023,7.72029,-3.80663,-1.92197,1.9917,-600702,
749.591,762.487,555.971,0.880656,10.5904,-4.82157,-4.17714,1.59174,-521881,
401.539,422.252,196.064,1.84593,4.03748,-2.593,-2.02909,-0.584613,-112261,
400.353,417.457,392.658,3.06379,-0.20641,-0.563118,-0.100838,-0.870366,-361031,
574.942,610.835,445.046,3.41899,6.98376,-3.59599,-2.18937,1.19841,-323609,
664.324,678.426,356.219,2.89814,11.3362,-5.82168,-5.19588,0.318644,-234502,
299.755,307.116,259.543,2.38967,2.50782,-0.519289,-0.371644,1.61689,-36877.5,
651.029,651.711,611.545,3.88922,1.02516,-0.853123,-0.823775,-0.651739,-787415,
401.126,425.769,396.026,2.27532,1.214,-0.740639,-0.0671903,0.406168,-289093,
735.367,741.448,636.454,0.889732,6.77609,-2.53906,-2.24223,1.9948,-689429,
844.6,861.84,710.205,0.707194,9.74321,-4.42519,-3.45295,1.86508,-895916,
501.655,535.303,398.207,1.8015,5.94339,-2.69138,-1.53826,1.71374,-213428,
156.971,162.696,156.512,4.03718,-0.455092,-0.062858,-0.00237491,-0.520325,-80480,
445.436,455.785,381.776,2.11669,1.92462,-1.17843,-0.870185,-0.12399,-299010,
571.666,577.02,550.171,0.685055,2.73298,-0.601723,-0.39848,1.73278,-500515,
617.744,641.761,531.574,2.05544,4.99095,-2.63624,-1.63654,0.718171,-521681,
954.686,986.152,800.111,3.20045,11.6867,-6.5006,-4.48227,0.703832,-1.23776e+06,
602.603,631.264,482.672,1.44276,6.52285,-3.31954,-2.1508,1.0525,-402252,
565.142,566.111,325.228,0.577802,7.46182,-3.56605,-3.52985,0.36592,-189403,
673.797,698.346,547.269,0.762207,6.5628,-3.66627,-2.55304,0.343483,-578220,
25.1954,71.1539,22.2834,2.80959,0.551186,-0.148628,-0.00228471,0.400273,23229.8,
517.52,531.362,133.392,2.93691,8.21962,-4.61151,-4.13169,-0.523583,-67272.1,
659.098,678.016,379.585,2.10069,10.7677,-5.63346,-4.7975,0.336726,-267793,
489.289,539.828,478.596,1.77387,3.48035,-1.88992,-0.171024,1.4194,-372211,
903.755,931.093,845.316,2.47552,4.61064,-3.34682,-1.68903,-0.425209,-1.45485e+06,
579.721,645.143,569.122,1.83818,2.3941,-2.84955,-0.201215,-0.65666,-687538,
567.037,598.892,412.022,0.771511,6.9236,-3.73538,-2.50792,0.680304,-298354,
582.344,597.001,566.069,0.284764,2.50581,-0.880141,-0.308853,1.31682,-561180,
277.768,278.339,259.753,3.44597,-0.167672,-0.170513,-0.160017,-0.498201,-165092,
921.63,929.88,819.695,2.72845,6.06513,-3.43795,-2.93317,-0.305985,-1.36232e+06,
487.251,492.159,443.315,4.01306,1.97731,-0.834479,-0.675612,0.467224,-364782,
707.307,736.506,538.854,3.09445,8.39854,-4.86211,-3.46883,0.0675981,-576637,
282.73,294.93,202.589,1.21979,2.02232,-0.875616,-0.642707,0.503993,-51585.3,
238.332,278.517,236.182,1.79583,0.175727,-0.703267,-0.0168525,-0.544392,-144509,
721.412,764.39,631.466,1.7295,7.03619,-4.12123,-2.0108,0.904166,-742783,
730.149,771.284,685.128,2.49457,4.11693,-3.09404,-1.05289,-0.0299939,-940616,
575.14,578.404,444.488,3.01603,6.49102,-2.32579,-2.20133,1.9639,-276292,
803.561,828.44,595.289,1.21295,11.3397,-6.15617,-4.81429,0.369205,-686396,
788.72,793.795,511.229,2.80829,11.4162,-6.22623,-5.96081,-0.770813,-569356,
935.831,988.986,895.095,3.56488,6.53576,-4.61384,-1.23247,0.689441,-1.56067e+06,
727.175,737.514,702.193,2.87997,1.71501,-1.09055,-0.590065,0.0343937,-984068,
860.742,879.977,671.919,3.32759,10.7298,-5.88883,-4.78223,0.0587312,-899395,
952.924,994.885,904.629,2.81596,7.09826,-4.18365,-1.48243,1.43218,-1.55004e+06,
965.752,995.794,880.803,2.33665,6.38788,-4.53962,-2.5921,-0.743852,-1.59664e+06,
586.071,591.667,281.014,2.35594,9.71698,-4.58875,-4.37091,0.757318,-112108,
836.182,841.402,818.726,3.48959,0.675458,-0.766766,-0.47737,-0.568678,-1.37504e+06,
429.541,470.418,333.137,2.92858,4.06978,-2.43075,-1.21496,0.424056,-196299,
750.328,752.738,640.359,2.64044,6.38869,-2.64686,-2.52713,1.2147,-746611,
750.483,788.617,617.729,3.35588,9.25034,-4.94118,-3.00144,1.30772,-684040,
473.136,516.227,468.946,0.25479,1.50003,-1.4742,-0.0652225,-0.0393897,-442205,
768.518,807.454,664.841,2.34796,7.67961,-4.48362,-2.45567,0.740316,-839225,
634.978,676.938,633.067,3.27183,3.46927,-1.85932,-0.0400487,1.56989,-706543,
834.416,855.276,585.358,0.249033,13.8323,-7.00804,-5.84317,0.981079,-625918,
193.635,212.725,122.291,1.12513,1.99704,-0.628835,-0.372454,0.995752,30349,
329.978,346.821,194.03,1.51903,2.50624,-1.55391,-1.17717,-0.224837,-88901.8,
515.921,526.044,416.119,4.11966,3.8079,-1.88569,-1.53711,0.385106,-323005,
704.704,710.269,621.322,0.163244,5.59854,-2.08733,-1.82706,1.68415,-670164,
753.38,758.401,643.478,3.89654,6.61108,-2.78767,-2.53682,1.28659,-750268,
452.413,471.221,153.776,1.95153,6.32375,-3.56557,-2.99144,-0.233259,-61410,
620.065,671.312,595.642,1.10587,4.44259,-2.67779,-0.490625,1.27418,-632471,
325.293,365.736,318.448,2.97623,1.82731,-0.996439,-0.0728098,0.758062,-156944,
361.724,367.042,223.535,2.59675,2.34213,-1.46454,-1.33645,-0.458858,-127704,
125.158,170.428,122.317,2.11249,1.30436,-0.453851,-0.0116205,0.838887,20843.3,
800.694,802.823,657.912,1.15474,6.97335,-3.55425,-3.44146,-0.0223585,-867050,
395.348,424.717,248.628,2.64054,3.33066,-2.35727,-1.5613,-0.587918,-159211,
379.487,415.28,366.68,2.80634,1.64249,-1.09806,-0.157909,0.386518,-245518,
141.741,152.346,109.049,4.11568,1.60947,-0.238552,-0.13548,1.23544,50980.5,
936.955,951.077,750.891,0.92579,12.8257,-6.07068,-5.1895,1.56555,-1.03293e+06,
453.174,461.677,113.997,0.340176,7.02202,-3.43593,-3.17885,0.407238,-1346.16,
823.542,841.215,808.472,1.31675,1.87918,-1.37874,-0.406413,0.0940241,-1.30156e+06,
928.984,949.241,770.753,4.00496,10.5823,-5.70172,-4.44429,0.436258,-1.16172e+06,
286.189,340.193,255.644,0.923439,1.33466,-1.39145,-0.273488,-0.330283,-150695,
904.909,971.782,890.019,3.04597,5.07203,-4.58933,-0.441651,0.0410527,-1.58178e+06,
936.131,972.285,806.437,3.70634,11.1319,-6.01482,-3.73456,1.38249,-1.21702e+06,
327.963,333.973,183.802,3.99387,3.17247,-1.3506,-1.21912,0.602746,-31090.9,
662.132,686.914,655.332,1.03011,2.08729,-1.25292,-0.148026,0.68634,-817387,
516.587,525.148,410.74,0.75315,4.07213,-1.91671,-1.62196,0.533453,-305132,
471.68,475.192,204.492,1.32615,5.71142,-3.0953,-2.98541,-0.369295,-105982,
540.056,548.846,298.64,3.15324,8.14257,-3.66213,-3.3458,1.13463,-109708,
610.179,615.049,256.489,1.44109,9.79873,-5.2625,-5.06529,-0.529069,-163590,
914.55,919.39,838.408,4.10265,5.96921,-2.49896,-2.20559,1.26466,-1.32932e+06,
544.58,567.876,476.638,3.37087,2.39039,-2.00304,-1.14653,-0.759181,-500310,
915.94,924.439,724.3,0.247436,12.6243,-5.71121,-5.19425,1.71886,-945203,
478.938,507.087,373.571,2.02993,3.35044,-2.40164,-1.48435,-0.535549,-311519,
657.409,710.155,590.549,0.637109,5.0896,-3.76275,-1.37876,-0.0519128,-700639,
233.327,260.846,174.116,3.92223,1.54653,-0.848101,-0.398662,0.299766,-42491.9,
536.497,544.964,529.021,2.29383,2.50069,-0.434272,-0.131633,1.93478,-442641,
